Zip,Name,Location,State + Zip,Map Url,Url,Email
27601,Lumber River Soccer Association,104 Elmhurst Lumberton, NC 28358,https://www.ncsoccer.org/clubs/lumber-river-soccer-association-/?Near=27601&Radius=250,https://www.ncsoccer.org/clubs/lumber-river-soccer-association-/?Near=27601&Radius=250,petermonteiro@hotmail.com
27601,North Robinson Football Club,2180 McMillan Ave Lumberton, NC 28358,https://www.ncsoccer.org/clubs/north-robinson-football-club/?Near=27601&Radius=250,https://www.nrfcsoccer.org/,info@nrfcriverhawks.org
27601,Stokesdale Park Soccer Association,PO Box 802 Stokesdale, NC 27357,https://www.ncsoccer.org/clubs/stokesdale-park-soccer-association/?Near=27601&Radius=250,https://www.stokesdaleparksandrec.com/Default.aspx?tabid=927613,jbayneslawson@hotmail.com
27601,Richlands Soccer Club,565 Richlands Loop Road Richlands, NC 28574,https://www.ncsoccer.org/clubs/richlands-soccer-club/?Near=27601&Radius=250,http://www.rsc-nc.com/,debbiem3@charter.net
27601,Kernersville Soccer Association,808 Beeson Road Kernersville, NC 27284,https://www.ncsoccer.org/clubs/kernersville-soccer-association/?Near=27601&Radius=250,http://www.ksasoccer.com/,55mcoleman@gmail.com
27601,Piedmont Triad Football Club,PO Box 333 Kernersville, NC 27285,https://www.ncsoccer.org/clubs/piedmont-triad-football-club/?Near=27601&Radius=250,http://www.piedmonttriadfc.org/,jwindley@piedmonttriadfc.org
27601,Davidson County Youth Soccer League, Lexington, NC 27292,https://www.ncsoccer.org/clubs/davidson-county-youth-soccer-league/?Near=27601&Radius=250,http://www.dcysa.org/,dcyouthsoccerleague@gmail.com
27601,Southeastern Stokes Youth Soccer Association,PO Box 1185 Walnut Cove, NC 27052,https://www.ncsoccer.org/clubs/southeastern-stokes-youth-soccer-association/?Near=27601&Radius=250,http://www.ssysa.com/,helizabethjones11@gmail.com
27601,Summersill Soccer Club,250 Summersill School Road Jacksonville, NC 28546,https://www.ncsoccer.org/clubs/summersill-soccer-club/?Near=27601&Radius=250,http://www.summersillsoccerclub.org/home.php?layout=8263185,Djl1371@gmail.com
27601,Pender Youth Soccer Association,S. Walker Street Burgaw, NC 28425,https://www.ncsoccer.org/clubs/pender-youth-soccer-association/?Near=27601&Radius=250,https://www.facebook.com/pysanc/,wesleea@aol.com
27601,North Carolina Rush Triad Soccer Club,1624 S Hawthorne Rd Winston-Salem, NC 27103,https://www.ncsoccer.org/clubs/north-carolina-rush-triad-soccer-club/?Near=27601&Radius=250,https://ncrushtriad.com/,kacy.charlton@northcarolinarush.com
27601,Jacksonville Area Soccer Association,PO Box 7223 Jacksonville, NC 28540,https://www.ncsoccer.org/clubs/jacksonville-area-soccer-association/?Near=27601&Radius=250,http://www.jasa-nc.com/,dukeraiders@hotmail.com
27601,Southwest Soccer Club,PO Box 96 Jacksonville, NC 28541,https://www.ncsoccer.org/clubs/southwest-soccer-club/?Near=27601&Radius=250,http://www.swsc-nc.com/,awhaley@tricorpinsurance.com
27601,Onslow Classic Soccer Association,PO Box 477 Jacksonville, NC 28541,https://www.ncsoccer.org/clubs/onslow-classic-soccer-association/?Near=27601&Radius=250,http://www.ocsa-nc.com/,davisam44@gmail.com
27601,NC Fusion,428 Twins Way Bermuda Run, NC 27006,https://www.ncsoccer.org/clubs/nc-fusion/?Near=27601&Radius=250,http://www.soccer.ncfusion.org/,swollaston@gmail.com
27601,Piney Green Soccer Club,4040 Hunters Trail Jacksonville, NC 28546,https://www.ncsoccer.org/clubs/piney-green-soccer-club/?Near=27601&Radius=250,http://www.pineygreensoccer.com/,crystal.pgsc@gmail.com
27601,Northern Triad Soccer Club,PO Box 1529 King, NC 27021,https://www.ncsoccer.org/clubs/northern-triad-soccer-club/?Near=27601&Radius=250,http://www.ntsoccerclub.com/,josh@elaboratedesigns.net
27601,Coastal United Soccer Association,403-B Airport Road New Bern, NC 28560,https://www.ncsoccer.org/clubs/coastal-united-soccer-association/?Near=27601&Radius=250,http://www.coastalunited.com/,doc@coastalunited.com
27601,Coastal Area Soccer Association,PO Box 205 Snead's Ferry, NC 28460,https://www.ncsoccer.org/clubs/coastal-area-soccer-association/?Near=27601&Radius=250,http://www.casa-nc.com/,anthony.stmbr@gmail.com
27601,Ferry Riptides Soccer Club, Sneads Ferry, NC 28460,https://www.ncsoccer.org/clubs/ferry-riptides-soccer-club/?Near=27601&Radius=250,https://www.ferryriptidessc.com/,hecoffey2010@gmail.com
27601,Wilmington Hammerheads Youth FC,3132 Kitty Hawk Road Wilmington, NC 28405,https://www.ncsoccer.org/clubs/wilmington-hammerheads-youth-fc/?Near=27601&Radius=250,http://www.wilmingtonhammerheadsyouth.com/,carson@wilmingtonhammerheadsyouth.com
27601,Swansboro Soccer Association,1202 Hammocks Beach Road Swansboro, NC 28584,https://www.ncsoccer.org/clubs/swansboro-soccer-association/?Near=27601&Radius=250,http://www.swansborosoccerassociation.com/,ssa.secretary.mad@gmail.com
27601,Piedmont Area Soccer Association,3504 Zebulon Williams Road Monroe, NC 28110,https://www.ncsoccer.org/clubs/piedmont-area-soccer-association/?Near=27601&Radius=250,https://www.piedmontrec.com/,rickc@odell-intl.com
27601,Yadkin Soccer Association,1016 Primrose Court Yadkinville, NC 27018,https://www.ncsoccer.org/clubs/yadkin-soccer-association/?Near=27601&Radius=250,http://www.yadkinsoccer.org/,stjohn1016@twc.com
27601,Havelock Youth Soccer Association,PO Box 671 Havelock, NC 28532,https://www.ncsoccer.org/clubs/havelock-youth-soccer-association/?Near=27601&Radius=250,http://www.havelocksoccer.org/,hysapresident1@gmail.com
27601,Mint Hill Athletic Association,9700 Brief Road Mint Hill, NC 28129,https://www.ncsoccer.org/clubs/mint-hill-athletic-association/?Near=27601&Radius=250,https://www.minthillsoccer.com/mhsoccer,president@minthillsoccer.com
27601,Porter Ridge Athletic Association,PO Box 707 Indian Trail, NC 28079,https://www.ncsoccer.org/clubs/porter-ridge-athletic-association/?Near=27601&Radius=250,http://www.praasoccer.com/,mrsucram@gmail.com
27601,Indian Trail Athletic Association,Park Road West Indian Trail, NC 28079,https://www.ncsoccer.org/clubs/indian-trail-athletic-association/?Near=27601&Radius=250,http://www.itaa-soccer.website.siplay.com/,johncastello29@gmail.com
27601,Charlotte Independence Soccer Club,11148 Treynorth Drive Cornelius, NC 28031,https://www.ncsoccer.org/clubs/charlotte-independence-soccer-club/?Near=27601&Radius=250,http://www.independencesoccer.club/,thomasf@independencesoccer.club
27601,City of Statesville Recreation,227 S. Center Street Statesville, NC 28687,https://www.ncsoccer.org/clubs/city-of-statesville-recreation/?Near=27601&Radius=250,https://www.statesvillenc.net/departments/recreation___parks/athletics,dlewis@statesvillenc.net
27601,Impact Futbol Club,PO Box 332 Statesville, NC 28687,https://www.ncsoccer.org/clubs/impact-futbol-club/?Near=27601&Radius=250,https://www.impactfutbolclub.com/,impactfcnc@gmail.com
27601,South Iredell Soccer Association,PO Box 4503 Mooresville, NC 28117,https://www.ncsoccer.org/clubs/south-iredell-soccer-association/?Near=27601&Radius=250,http://www.sisasoccer.com/,daryl.e.tilley@gmail.com
27601,Seashore Soccer League,1713 Bridges Street Morehead City, NC 28557,https://www.ncsoccer.org/clubs/seashore-soccer-league/?Near=27601&Radius=250,http://www.ssl-nc.com/,ed@ssl-nc.com
27601,Wesley Chapel Weddington Athletic Association,PO Box 79252 Charlotte, NC 28271,https://www.ncsoccer.org/clubs/wesley-chapel-weddington-athletic-association/?Near=27601&Radius=250,http://www.wcwaasoccer.org/,george.sella@wcwaasoccer.org
27601,Waxhaw Athletic Association,PO Box 441 Waxhaw, NC 28173,https://www.ncsoccer.org/clubs/waxhaw-athletic-association/?Near=27601&Radius=250,http://www.waxhawsoccer.org/,tdinchak@gmail.com
27601,Western United Soccer Club,PO Box 96 Paw Creek, NC 28130,https://www.ncsoccer.org/clubs/western-united-soccer-club/?Near=27601&Radius=250,http://www.wuscsoccer.org/,geoff.spencer@entercom.com
27601,Denver United Futbol Club, Denver, NC 28037,https://www.ncsoccer.org/clubs/denver-united-futbol-club/?Near=27601&Radius=250,http://www.denverunitedfc.com/,denverunitedwarriors@gmail.com
27601,Charlotte Soccer Academy,13501 Dorman Road Pineville, NC 28134,https://www.ncsoccer.org/clubs/charlotte-soccer-academy/?Near=27601&Radius=250,http://www.charlottesocceracademy.com/,bwylde@charlottesocceracademy.com
27601,Steele Creek Soccer Club,PO Box 7195 Charlotte, NC 28241,https://www.ncsoccer.org/clubs/steele-creek-soccer-club/?Near=27601&Radius=250,http://www.scaasports.com/,coachescaa@gmail.com
27601,Carolina United Soccer Association,1701 River Road Elizabeth City, NC 27909,https://www.ncsoccer.org/clubs/carolina-united-soccer-association/?Near=27601&Radius=250,http://www.carolinaunitedsoccer.com/,phornthal@hrem.com
27601,Wings of Wilkes Soccer Club,PO Box 611 Wilkesboro, NC 28697,https://www.ncsoccer.org/clubs/wings-of-wilkes-soccer-club/?Near=27601&Radius=250,http://www.wingsofwilkes.com/,simplymatt@gmail.com
27601,Strikers of Gaston County Soccer Association,1101 Lowell Spencer Mountain Road Gastonia, NC 28056,https://www.ncsoccer.org/clubs/strikers-of-gaston-county-soccer-association/?Near=27601&Radius=250,http://www.sgcsa.net/,sgcsasoccer@yahoo.com
27601,YMCA of Catawba Valley Soccer Club,701 1st Street NW Hickory, NC 28601,https://www.ncsoccer.org/clubs/ymca-of-catawba-valley-soccer-club/?Near=27601&Radius=250,http://www.ycvsc.org/,howard.jason.t@gmail.com
27601,Catawba Valley Youth Soccer Association,PO Box 2115 Hickory, NC 28603,https://www.ncsoccer.org/clubs/catawba-valley-youth-soccer-association/?Near=27601&Radius=250,http://www.cvysa.org/,mlpoe.1977@gmail.com
27601,Lenoir Youth Soccer Association,PO Box 1363 Lenoir, NC 28645,https://www.ncsoccer.org/clubs/lenoir-youth-soccer-association/?Near=27601&Radius=250,https://www.lenoiryouthsoccer.org/,swansonheath@att.net
27601,OBX Storm, Kill Devil Hills,,https://www.ncsoccer.org/clubs/obx-storm-inc/?Near=27601&Radius=250,,john_voight@hotmail.com
27601,Burke Blast,107 Oakwood Street Morganton, NC 28655,https://www.ncsoccer.org/clubs/burke-blast/?Near=27601&Radius=250,https://www.facebook.com/BurkeBlastSoccer/,ollism6904@gmail.com
27601,Greater Cleveland County Soccer Association,PO Box 3104 Shelby, NC 28151,https://www.ncsoccer.org/clubs/greater-cleveland-county-soccer-association/?Near=27601&Radius=250,http://www.gccsasoccer.com/,kenderby82@gmail.com
27601,High Country Soccer Association,805 State Farm Road - 301 Boone, NC 28607,https://www.ncsoccer.org/clubs/high-country-soccer-association/?Near=27601&Radius=250,http://www.hcsoccer.com/,rick@hcsoccer.com
27601,Rutherford County Soccer Association,PO Box 1996 Rutherfordton, NC 28139,https://www.ncsoccer.org/clubs/rutherford-county-soccer-association/?Near=27601&Radius=250,http://www.rcsoccer.org/,elliottbyers12@hotmail.com
27601,Toe Valley Soccer Association,PO Box 694 Burnsville, NC 28714,https://www.ncsoccer.org/clubs/toe-valley-soccer-association/?Near=27601&Radius=250,http://www.toevalleysoccer.org/,toevalleysoccer@gmail.com
27601,Henderson County Soccer Association,5423 Asheville Highway Hendersonville, NC 28792,https://www.ncsoccer.org/clubs/henderson-county-soccer-association/?Near=27601&Radius=250,http://www.hendersoncountysoccer.org/,reidnreid@bellsouth.net
27601,Asheville Buncombe Youth Soccer Association,PO Box 895 Asheville, NC 28802,https://www.ncsoccer.org/clubs/asheville-buncombe-youth-soccer-association/?Near=27601&Radius=250,http://www.abysa.org/,executivedirector@abysa.org
27601,Carolina Elite Soccer Academy,58 Apac Drive Asheville, NC 28806,https://www.ncsoccer.org/clubs/carolina-elite-soccer-academy/?Near=27601&Radius=250,http://carolinaelitesc.com/branch-locations/asheville,info@carolinaelitesc.com
27601,Transylvania Youth Soccer Association,PO Box 801 Brevard, NC 28712,https://www.ncsoccer.org/clubs/transylvania-youth-soccer-association/?Near=27601&Radius=250,http://www.tysa.us/,lanuti@yahoo.com
27601,Carolina Mountains Soccer Club,PO Box 51 Waynesville, NC 28786,https://www.ncsoccer.org/clubs/carolina-mountains-soccer-club/?Near=27601&Radius=250,https://www.carolinamountainssoccer.org/,christine@bhgheritage.com
27602,Carolina Velocity Futbol Club,5600 Hillsborough Steet Raleigh , NC 27606,https://www.ncsoccer.org/clubs/carolina-velocity-futbol-club/?Near=27602&Radius=250,https://www.carolinavelocity.com/,andy@carolinavelocity.com
27602,NCFC Youth Soccer,5017 Memory Road Raleigh, NC 27609,https://www.ncsoccer.org/clubs/ncfc-youth-soccer/?Near=27602&Radius=250,http://www.ncfcyouth.com/,gary.buete@ncfcyouth.com
27602,Elite Youth Soccer Club Inc, Garner, NC 27529,https://www.ncsoccer.org/clubs/elite-youth-soccer-club-inc/?Near=27602&Radius=250,https://www.eliteysc.org/,info@eliteysc.org
27602,Triangle Y Youth Soccer,8921 Holly Springs Road Apex, NC 27539,https://www.ncsoccer.org/clubs/triangle-y-youth-soccer/?Near=27602&Radius=250,https://triangleysoccerclub.godaddysites.com/,coachray.crush@gmail.com
27602,Liberty Soccer Academy,951 Aviation Pkwy Morrisville, NC 27560,https://www.ncsoccer.org/clubs/liberty-soccer-academy/?Near=27602&Radius=250,https://www.lsasandhills.org/home,info@lsasandhills.org
27602,Wake Futbol Club,1151 N. Main Street Holly Springs, NC 27540,https://www.ncsoccer.org/clubs/wake-futbol-club-inc/?Near=27602&Radius=250,http://www.wakefc.com/,davidallredsoccer@gmail.com
27602,Neuse River Futbol Alliance,439 Athletic Club Blvd Clayton, NC 27527,https://www.ncsoccer.org/clubs/neuse-river-futbol-alliance/?Near=27602&Radius=250,http://www.neuseriverfa.org/,executivedirector@neuseriverfa.org
27602,Greater Cleveland Athletic Association,8994 Cleveland Road Clayton, NC 27520,https://www.ncsoccer.org/clubs/greater-cleveland-athletic-association/?Near=27602&Radius=250,http://www.gcaasports.org/,m_knott@yahoo.com
27602,Trinity Soccer Academy,6112 Rex Rd Holly Springs, NC 27540,https://www.ncsoccer.org/clubs/trinity-soccer-academy/?Near=27602&Radius=250,https://www.trinitysa.com/,soconnor@trinitysa.com
27602,Franklin Wake Soccer Club,2179 Hicks Rd Youngsville, NC 27596,https://www.ncsoccer.org/clubs/franklin-wake-soccer-club/?Near=27602&Radius=250,https://www.fwsoccerclub.com/,president@fwsoccerclub.com
27602,Next Big Thing Soccer Academy, Franklinton, NC 27525,https://www.ncsoccer.org/clubs/next-big-thing-soccer-academy/?Near=27602&Radius=250,https://nbtsoccer.com/,nbtsoccer@gmail.com
27602,Triangle United Soccer Association,PO Box 2321 Chapel Hill, NC 27514,https://www.ncsoccer.org/clubs/triangle-united-soccer-association/?Near=27602&Radius=250,http://www.triangleunited.org/,mstrand@triangleunited.org
27602,Chatham Soccer League,PO Box 875 Pittsboro, NC 27312,https://www.ncsoccer.org/clubs/chatham-soccer-league/?Near=27602&Radius=250,http://www.chathamsoccerleague.org/,director@chathamsoccerleague.org
27602,Sanford Area Soccer League,PO Box 1212 Sanford, NC 27331,https://www.ncsoccer.org/clubs/sanford-area-soccer-league/?Near=27602&Radius=250,http://www.sasl.net/,maryjo.thompson2013@gmail.com
27602,Wilson Youth Soccer Association,PO Box 3112 Wilson, NC 27895,https://www.ncsoccer.org/clubs/wilson-youth-soccer-association/?Near=27602&Radius=250,http://www.wilsonyouthsoccer.com/,rfrazier@wilsonnc.org
27602,Mebane Youth Soccer Association,PO Box 361 Mebane, NC 27302,https://www.ncsoccer.org/clubs/mebane-youth-soccer-association/?Near=27602&Radius=250,http://www.mebanesoccer.us/,taylor.saxe@gmail.com
27602,Wayne County United Soccer Club,PO Box 11282 Goldsboro, NC 27530,https://www.ncsoccer.org/clubs/wayne-county-united-soccer-club/?Near=27602&Radius=250,http://www.waynecountyunitedsoccer.com/,bdgery@gmail.com
27602,Fayetteville Soccer Club,445 Treetop Drive Fayetteville, NC 28311,https://www.ncsoccer.org/clubs/fayetteville-soccer-club/?Near=27602&Radius=250,http://www.fscforce.com/,chip.stapleton@gmail.com
27602,Goldsboro Football Club,501 S Oak Forest Rd Goldsboro, NC 27534,https://www.ncsoccer.org/clubs/goldsboro-football-club/?Near=27602&Radius=250,https://www.strikeeaglesfc.net/,strikeeaglesfc@gmail.com
27602,Tar River Youth Soccer Association,600 Independence Drive Rocky Mount, NC 27804,https://www.ncsoccer.org/clubs/tar-river-youth-soccer-association/?Near=27602&Radius=250,http://www.tarriversoccer.org/,william.inglefield@tarriversoccer.org
27602,Burlington Soccer Club,2966 South Church Street #311,,https://www.ncsoccer.org/clubs/burlington-soccer-club/?Near=27602&Radius=250,http://www.bscsoccer.net/,jgross9@icloud.com
27602,Sampson County Soccer Club,135 Royal Lane Clinton, NC 28328,https://www.ncsoccer.org/clubs/sampson-county-soccer-club/?Near=27602&Radius=250,http://www.sampsoncountysoccer.com/,bradspell13@gmail.com
27602,AC Sandhills,PO Box 1425 Aberdeen, NC 28315,https://www.ncsoccer.org/clubs/ac-sandhills/?Near=27602&Radius=250,http://www.acsandhills.com/,julio.penalillo@acsandhills.com
27602,Asheboro City Futbol Club, Asheboro, NC 27303,https://www.ncsoccer.org/clubs/asheboro-city-futbol-club/?Near=27602&Radius=250,http://www.ccscsoccer.com/,mikemowers@live.com
27602,United Rockingham Youth Soccer Association,1904 South Park Drive Reidsville, NC 27320,https://www.ncsoccer.org/clubs/united-rockingham-youth-soccer-association/?Near=27602&Radius=250,http://www.urysa.org/,gdouce62@gmail.com
27602,Roanoke Valley Youth Soccer Association, Roanoke Rapids, NC 27870,https://www.ncsoccer.org/clubs/roanoke-valley-youth-soccer-association/?Near=27602&Radius=250,http://www.rvysa.org/,ted.garner@westfraser.com
27602,Pitt-Greenville Soccer Association,PO Box 3915 Greenville, NC 27836,https://www.ncsoccer.org/clubs/pitt-greenville-soccer-association/?Near=27602&Radius=250,http://www.pgsasoccer.com/,jtdixon020575@gmail.com
27602,Jamestown Youth League,PO Box 1075 Jamestown, NC 27282,https://www.ncsoccer.org/clubs/jamestown-youth-league/?Near=27602&Radius=250,http://www.jylsports.com/,director@jylsports.com
27602,East Duplin Soccer Club,108 East Park Drive Beaulaville, NC 28518,https://www.ncsoccer.org/clubs/east-duplin-soccer-club/?Near=27602&Radius=250,http://www.edsc-nc.com/,bartleywooten@gmail.com
27602,Eastern Carolina Soccer Association,141 East Park Drive Beaulaville, NC 28518,https://www.ncsoccer.org/clubs/eastern-carolina-soccer-association/?Near=27602&Radius=250,http://www.ecsanc.com/,bartleywooten@gmail.com
27602,Piedmont Soccer Alliance,550 Hedgecock Road High Point, NC 27265,https://www.ncsoccer.org/clubs/piedmont-soccer-alliance/?Near=27602&Radius=250,http://www.psastars.com/,gweigel@psastars.com
27602,Lumber River Soccer Association,104 Elmhurst Lumberton, NC 28358,https://www.ncsoccer.org/clubs/lumber-river-soccer-association-/?Near=27602&Radius=250,https://www.ncsoccer.org/clubs/lumber-river-soccer-association-/?Near=27602&Radius=250,petermonteiro@hotmail.com
27602,North Robinson Football Club,2180 McMillan Ave Lumberton, NC 28358,https://www.ncsoccer.org/clubs/north-robinson-football-club/?Near=27602&Radius=250,https://www.nrfcsoccer.org/,info@nrfcriverhawks.org
27602,Stokesdale Park Soccer Association,PO Box 802 Stokesdale, NC 27357,https://www.ncsoccer.org/clubs/stokesdale-park-soccer-association/?Near=27602&Radius=250,https://www.stokesdaleparksandrec.com/Default.aspx?tabid=927613,jbayneslawson@hotmail.com
27602,Kernersville Soccer Association,808 Beeson Road Kernersville, NC 27284,https://www.ncsoccer.org/clubs/kernersville-soccer-association/?Near=27602&Radius=250,http://www.ksasoccer.com/,55mcoleman@gmail.com
27602,Piedmont Triad Football Club,PO Box 333 Kernersville, NC 27285,https://www.ncsoccer.org/clubs/piedmont-triad-football-club/?Near=27602&Radius=250,http://www.piedmonttriadfc.org/,jwindley@piedmonttriadfc.org
27602,Richlands Soccer Club,565 Richlands Loop Road Richlands, NC 28574,https://www.ncsoccer.org/clubs/richlands-soccer-club/?Near=27602&Radius=250,http://www.rsc-nc.com/,debbiem3@charter.net
27602,Davidson County Youth Soccer League, Lexington, NC 27292,https://www.ncsoccer.org/clubs/davidson-county-youth-soccer-league/?Near=27602&Radius=250,http://www.dcysa.org/,dcyouthsoccerleague@gmail.com
27602,Southeastern Stokes Youth Soccer Association,PO Box 1185 Walnut Cove, NC 27052,https://www.ncsoccer.org/clubs/southeastern-stokes-youth-soccer-association/?Near=27602&Radius=250,http://www.ssysa.com/,helizabethjones11@gmail.com
27602,Summersill Soccer Club,250 Summersill School Road Jacksonville, NC 28546,https://www.ncsoccer.org/clubs/summersill-soccer-club/?Near=27602&Radius=250,http://www.summersillsoccerclub.org/home.php?layout=8263185,Djl1371@gmail.com
27602,Pender Youth Soccer Association,S. Walker Street Burgaw, NC 28425,https://www.ncsoccer.org/clubs/pender-youth-soccer-association/?Near=27602&Radius=250,https://www.facebook.com/pysanc/,wesleea@aol.com
