,,33101,,,Miami Rush Kendall SC,,,13350 SW 47 Street Miami, FL 33175,,,https://www.fysa.com/clubs/miami-rush-kendall-sc/?Near=33101&Radius=250,,,,https://www.miamirushsoccer.com/,,,ayso450@bellsouth.net,
,,33101,,,ASHSC PSG Academy FL,,,8011 SW 127th Avenue Miami, FL 33183,,,https://www.fysa.com/clubs/ashsc-psg-academy-fl/?Near=33101&Radius=250,,,,https://www.psgacademyflorida.com/en/,,,larryallen1310@gmail.com,
,,33101,,,ASWKO West Kendall Optimist,,,6125 SW 133rd Ave Miami, FL 33183,,,https://www.fysa.com/clubs/aswko-west-kendall-optimist/?Near=33101&Radius=250,,,,http://www.westkendallsoccer.com/,,,Dir@westkendallsoccer.com,
,,33101,,,ASHBS City of Hallandale Beach,,,410 SE 3rd Street Hallandale Beach, FL 33009,,,https://www.fysa.com/clubs/ashbs-city-of-hallandale-beach/?Near=33101&Radius=250,,,,https://hallandalebeachpal.com/,,,jcarrillo@cohb.org,
,,33101,,,ASUYS South Dade United,,,12973 SW 112 St. #189 Miami, FL 33186,,,https://www.fysa.com/clubs/asuys-south-dade-united/?Near=33101&Radius=250,,,,https://southdadeunited.org/,,,groldan1@yahoo.com,
,,33101,,,ASPPO Pembroke Pines Optimist,,,7400 Pines Blvd Pembroke Pines, FL 33024,,,https://www.fysa.com/clubs/asppo-pembroke-pines-optimist/?Near=33101&Radius=250,,,,https://www.pembrokepinessoccer.com/,,,pposoccer@yahoo.com,
,,33101,,,ASMSF Miami Strike Force,,,13450 SW 134 Ave. Suite 2B Miami, FL 33186,,,https://www.fysa.com/clubs/asmsf-miami-strike-force/?Near=33101&Radius=250,,,,http://www.strikeforcesoccer.com/,,,dprenat@strikeforcesoccer.com,
,,33101,,,ASDOC Driftwood Youth Sports Inc,,,6700 Garfield Street Hollywood, FL 33024,,,https://www.fysa.com/clubs/asdoc-driftwood-youth-sports-inc/?Near=33101&Radius=250,,,,https://clubs.bluesombrero.com/default.aspx?tabid=134122,,,driftwoodyouthsoccer@yahoo.com,
,,33101,,,ASMOC Miramar Optimist,,,PO Box 277565 Miramar, FL 33027,,,https://www.fysa.com/clubs/asmoc-miramar-optimist/?Near=33101&Radius=250,,,,http://www.miramaroptimistclub.org/soccer.html,,,Soccer@MiramarOptimistClub.Org,
,,33101,,,ASKHO Kendall Hammocks Lightning,,,14751 Hammocks Blvd Miami, FL 33196,,,https://www.fysa.com/clubs/askho-kendall-hammocks-lightning/?Near=33101&Radius=250,,,,http://www.khlsoccer.com/,,,khlsoccerclub@gmail.com,
,,33101,,,ALBION SC Miami,,,10100 SW 200TH ST Cutler Bay, FL 33157,,,https://www.fysa.com/clubs/albion-sc-miami/?Near=33101&Radius=250,,,,https://www.albionscmiami.org/,,,info@albionscmiami.org,
,,33101,,,ASCTC CTC Bandits FC,,,2100 Johnson Street Hollywood, FL 33020,,,https://www.fysa.com/clubs/asctc-ctc-bandits-fc/?Near=33101&Radius=250,,,,http://www.ctcbandits.com/,,,ctcsoccerclub@yahoo.com,
,,33101,,,ASMST Miami Stars Soccer,,,1404 S Gabriel Street Hollywood, FL 33020,,,https://www.fysa.com/clubs/asmst-miami-stars-soccer/?Near=33101&Radius=250,,,,https://miamiunitedstars.com/,,,anna@miamiunitedstars.com,
,,33101,,,Hollywood FC,,,2310 N 23rd Avenue Hollywood, FL 33020,,,https://www.fysa.com/clubs/hollywood-fc/?Near=33101&Radius=250,,,,https://www.hollywoodfc.com/,,,tom@hollywoodfc.com,
,,33101,,,ASWPU West Pines United FC,,,PO Box 821443 Pembroke Pines, FL 33082,,,https://www.fysa.com/clubs/aswpu-west-pines-united-fc/?Near=33101&Radius=250,,,,http://www.westpinesunited.org/,,,president@westpinesunited.org,
,,33101,,,ASCCO Cooper City Optimist,,,10500 Stirling Road Cooper City, FL 33026,,,https://www.fysa.com/clubs/ascco-cooper-city-optimist/?Near=33101&Radius=250,,,,http://www.ccoptimisttravelsoccer.leag1.com/,,,ccosoccer@coopercityoptimist.com,
,,33101,,,Davie Pal,,,4300 SW 57th Terrace Davie, FL 33314,,,https://www.fysa.com/clubs/davie-pal/?Near=33101&Radius=250,,,,https://www.daviepal.org/portal/davie-pal-upcoming-events?EV=1018,,,info@daviepal.org,
,,33101,,,ASJUV Juventus Academy Miami,,,301 SW 8th St Miami, FL 33130,,,https://www.fysa.com/clubs/asjuv-juventus-academy-miami/?Near=33101&Radius=250,,,,https://academy.juventus.com/en/year-round-training-miami/,,,juventusfl.registrar@gmail.com,
,,33101,,,ASMBS City of Miami Beach Soccer,,,999 11th Street Miami Beach, FL 33139,,,https://www.fysa.com/clubs/asmbs-city-of-miami-beach-soccer/?Near=33101&Radius=250,,,,https://www.miamibeachfl.gov/city-hall/parks-and-recreation/programs/youth-athletics/,,,enriquevilla@miamibeachfl.gov,
,,33101,,,ASMBF Miami Breakers,,,2755 SW 37th Ave, Coral Way Miami, FL 33133,,,https://www.fysa.com/clubs/asmbf-miami-breakers/?Near=33101&Radius=250,,,,https://www.miamibreakersfc.com/,,,miamibreakers@gmail.com,
,,33101,,,ASCGS Coral Gables Youth Center,,,405 University Drive Coral Gables, FL 33134,,,https://www.fysa.com/clubs/ascgs-coral-gables-youth-center/?Near=33101&Radius=250,,,,https://www.coralgables.com/athletics,,,acenturion@coralgables.com,
,,33101,,,ASSHS Miami Shores Soccer Club,,,PO Box 530172 Miami Shores, FL 33153,,,https://www.fysa.com/clubs/asshs-miami-shores-soccer-club/?Near=33101&Radius=250,,,,http://www.shoresfutbol.com/,,,shoressoccerinfo@gmail.com,
,,33101,,,ASKBA Key Biscayne SC,,,450 Cranton Blvd Key Biscayne, FL 33149,,,https://www.fysa.com/clubs/askba-key-biscayne-sc/?Near=33101&Radius=250,,,,http://www.keybiscaynesoccerclub.com/,,,CLUBMANAGER@KEYBISCAYNESOCCERCLUB.COM,
,,33101,,,ASMSS Miami Springs Soccer,,,6498 NW 38th Terrace Virginia Gardens, FL 33166,,,https://www.fysa.com/clubs/asmss-miami-springs-soccer/?Near=33101&Radius=250,,,,http://www.msvgsoccer.com/,,,info@msvgsoccer.com,
,,33101,,,ASSPF Soccer Paradise,,,13100 NE 8th Avenue North Miami, FL 33161,,,https://www.fysa.com/clubs/asspf-soccer-paradise/?Near=33101&Radius=250,,,,http://www.soccerparadise.net/,,,soccerparadiseclub@hotmail.com,
,,33101,,,ASTRP Tropical Soccer,,,7900 Bird Road Miami, FL 33155,,,https://www.fysa.com/clubs/astrp-tropical-soccer/?Near=33101&Radius=250,,,,http://www.tropicalsoccer.org/,,,TropicalParkSoccer@yahoo.com,
,,33101,,,ASSMF Strikers Miami FC,,,6808 SW 81 Terrace Miami, FL 33143,,,https://www.fysa.com/clubs/assmf-strikers-miami-fc/?Near=33101&Radius=250,,,,https://www.strikersmiami.com/,,,strikersmiamifc@Gmail.Com,
,,33101,,,ASAMA Atletico de Madrid Academia Miami,,,8333 NW 53rd Street Doral, FL 33166,,,https://www.fysa.com/clubs/asama-atletico-de-madrid-academia-miami/?Near=33101&Radius=250,,,,https://atleticodemadridacademiamiami.com/,,,Info@AtleticodeMadridAcademiaMiami.com,
