,,Great Falls Americans,http://na3hl.com/teams/team-detail.cfm?id=191,,Address:	Great Falls Americans 417 Central Ave.  Suite #303 Great Falls  MT 59401,Fax:	(406) 252-4930,http://greatfallsamericans.com/,https://www.facebook.com/greatfalls.americanshockey,https://www.instagram.com/americans_na3hl/,http://www.twitter.com/gfamericans,http://www.youtube.com/channel/UCZJOAU96C73nAWpNf2L_CKA,
,,Helena Bighorns,http://na3hl.com/teams/team-detail.cfm?id=192,,Address:	Helena Bighorns 400 Lola Street Helena  MT 59601,,http://www.helenabighorns.com/,https://www.facebook.com/HelenaBighornsHockeyClub,http://www.twitter.com/BighornsHelena,http://www.youtube.com/user/HelenaBighornsHockey,
,,Long Beach Sharks,http://na3hl.com/teams/team-detail.cfm?id=270,,Address:	Long Beach Sharks 55 Hamilton Avenue Oyster Bay  NY 11771,Phone:	516-721-4076,http://www.longbeachsharks.com/,https://www.facebook.com/SharksJuniorHockey,http://www.twitter.com/longbeachsharks,
,,Louisiana Drillers,http://na3hl.com/teams/team-detail.cfm?id=248,,Address:	Louisiana Drillers Planet Ice Rink 4317 Johnston St Lafayette  LA 70503,Phone:	(337) 504-4174,http://ladrillers.com/,https://www.facebook.com/drillerhockey,https://www.instagram.com/drillerhockey/,http://www.twitter.com/Drillerhockey,http://www.youtube.com/channel/UCG8w6wfjjsOea1L7vpHvDcA,
,,Mason City Toros,http://na3hl.com/teams/team-detail.cfm?id=629,,Address:	Mason City Toros 3700 4th St. SW Mason City  IA 50401,Phone:	(641) 423-4625,http://masoncitytoros.com/,https://www.facebook.com/masoncitytoros,https://www.instagram.com/masoncitytoros/,http://www.twitter.com/masoncitytoros,
,,Mid Cities Jr. Stars,http://na3hl.com/teams/team-detail.cfm?id=334,,Address:	Mid Cities Jr. Stars 1400 S. Pipeline Rd. Euless  TX 76040,,http://www.starsjrhockey.com/,https://www.facebook.com/StarsJrHockey/,https://www.instagram.com/mid_cities_jr_stars/,http://www.twitter.com/StarsJrHockey,
,,Minnesota Loons,http://na3hl.com/teams/team-detail.cfm?id=624,,Address:	Minnesota Loons 7370 Co Rd 11 Pequot Lakes  MN 56472,Phone:	(218) 562-5678,https://www.mnloons.com/,https://www.facebook.com/MinnesotaLoonsJrHockey,https://www.instagram.com/minnesotaloons/,http://www.twitter.com/Minnesota_Loons,
,,New Hampshire Jr. Mountain Kings,http://na3hl.com/teams/team-detail.cfm?id=774,,Address:	New Hampshire Jr. Mountain Kings 311 W. River Rd. Hooksett  NH 03106,,https://na3hlmntnkings.wpengine.com/,https://www.facebook.com/profile.php?id=100090182888596,https://www.instagram.com/newhampshiremountainkings/,http://www.twitter.com/nhmountainkings,
,,New Jersey Titans,http://na3hl.com/teams/team-detail.cfm?id=517,,Address:	New Jersey Titans 214 Harmony Road Middletown  NJ 07748,Phone:	732-856-9700,https://www.na3hlnjtitans.com/,https://www.facebook.com/titansna3hl/,https://www.instagram.com/titansna3hl/,http://www.twitter.com/Titansna3hl,http://www.youtube.com/channel/UC8SFJERhjOqey1rF1PBs9Sw,
,,New Mexico Ice Wolves,http://na3hl.com/teams/team-detail.cfm?id=713,,Address:	New Mexico Ice Wolves 9530 Tramway Blvd. NE Albuquerque  NM 87122,Phone:	505-856-7595,https://www.3hlnmicewolves.com/,https://www.facebook.com/NewMexicoIceWolves3HL/,https://www.instagram.com/nmicewolves3hl/,http://www.twitter.com/nmicewolves3hl,
,,Northeast Generals,http://na3hl.com/teams/team-detail.cfm?id=226,,Address:	Northeast Generals 1395 Commerce Way Attleboro  MA 02703,,http://northeastgenerals.com/,https://www.facebook.com/NEGenerals,http://www.twitter.com/negenerals,
,,Norwich Sea Captains,http://na3hl.com/teams/team-detail.cfm?id=625,,Address:	Norwich Sea Captains Norwich  CT,,https://www.norwichseacaptains.com/,https://www.facebook.com/NorwichNA3HL,https://www.instagram.com/NorwichNA3HL/,http://www.twitter.com/NorwichNA3HL,
,,Oregon Tradesmen,http://na3hl.com/teams/team-detail.cfm?id=515,,Address:	Oregon Tradesmen Eric Fenton  Head Coach 100 N. Perry Parkway Oregon  WI 53575,Phone:	262-719-6388,https://www.oregontradesmen.com/,https://www.facebook.com/oregontradesmen/,https://www.instagram.com/oregontradesmen/,http://www.twitter.com/OregonTradesmen,http://www.youtube.com/https://www.youtube.com/channel/UCbrmz5OY-DHJFODu8EKJ5fw,
,,Peoria Mustangs,http://na3hl.com/teams/team-detail.cfm?id=104,,Address:	Peoria Mustangs 1019 W. Lake Ave. Peoria  IL 61614,Phone:	309-686-3368,https://na3hlmustangs.wpengine.com/,https://www.facebook.com/PeoriaMustangs/,http://www.twitter.com/mustangs_na3hl,
,,Rochester Grizzlies,http://na3hl.com/teams/team-detail.cfm?id=388,,Address:	Rochester Grizzlies 21 Elton Hills Dr NW Rochester  MN 55901,Phone:	(507) 722-0415,http://www.rochestergrizz.com/,https://www.facebook.com/RochesterGrizz/,https://www.instagram.com/rochestergrizz/,http://www.twitter.com/RochesterGrizz,
,,Sheridan Hawks,http://na3hl.com/teams/team-detail.cfm?id=410,,Address:	Sheridan Hawks 475 E. Brundage St. Sheridan  WY 82801,,http://www.sheridanhawks.com/,https://www.facebook.com/sheridanhawksjuniorhockey,https://www.instagram.com/sheridanhawksjrhockey/,http://www.twitter.com/hawksjrhockey,
,,St. Louis Jr. Blues,http://na3hl.com/teams/team-detail.cfm?id=108,,Address:	St. Louis Jr. Blues 10300 Gravois Affton  MO 63123,Phone:	314-849-0605,http://www.stljrblues.org/,https://www.facebook.com/STLJrBlues,http://www.twitter.com/JrBluesHockey,http://www.youtube.com/user/TheStlouisjrblues,
,,Texas Brahmas,http://na3hl.com/teams/team-detail.cfm?id=202,,Address:	Texas Brahmas 8851 Ice House Dr. North Richland Hills  TX 76180,Phone:	817-336-4423,http://www.texasjrbrahmas.com/,https://www.facebook.com/TXBrahmas,http://www.twitter.com/TXBrahmas,
,,Texas RoadRunners,http://na3hl.com/teams/team-detail.cfm?id=417,,Address:	Texas RoadRunners 400 Holleman Dr E College Station  TX 77840,Phone:	701-741-3891,http://www.roadrunnershockey.com/,https://www.facebook.com/RoadRunnersHockey/,http://www.twitter.com/TEXRoadRunners,
,,Wausau Cyclones,http://na3hl.com/teams/team-detail.cfm?id=622,,Address:	Wausau Cyclones Marathon Park 1201 Stewart Avenue Wausau  WI 54401,Phone:	715-869-3132,http://www.wausaucyclones.com/,https://www.facebook.com/Wausaucycloneshockey/,http://www.twitter.com/WausauCyclones,
,,West Bend Power,http://na3hl.com/teams/team-detail.cfm?id=844,,Address:	West Bend Power 607 Elm Street PO Box 552 West Bend  WI 53095-9998,Phone:	262-335-0876,https://westbendhockey.com/,https://www.facebook.com/WestBendPowerHockey,https://www.instagram.com/westbendpower/,http://www.twitter.com/westbendpower,http://www.youtube.com/https://www.youtube.com/@westbendpower3hl,
,,Willmar WarHawks,http://na3hl.com/teams/team-detail.cfm?id=274,,Address:	Willmar WarHawks 2707 Arena Dr. Willmar  MN 56201,Phone:	(320) 235-1454,http://willmarwarhawks.com/,https://www.facebook.com/willmarwarhawks/?fref=ts,https://www.instagram.com/willmarwarhawks/,http://www.twitter.com/WarHawksWillmar,http://www.youtube.com/channel/UCxFn7gwRb4c41M0k15RX-eA,
,,Wisconsin Woodsmen,http://na3hl.com/teams/team-detail.cfm?id=773,,Address:	Wisconsin Woodsmen 1625 Butts Ave. Tomah  WI 54660,,http://woodsmenhockey.com/,https://www.facebook.com/WoodsmenHockey,https://www.instagram.com/woodsmenhockey/,http://www.twitter.com/wiwoodsmen,
,,Yellowstone Quake,http://na3hl.com/teams/team-detail.cfm?id=193,,Address:	Yellowstone Quake 1400 Heart Mountain St. Cody  WY,,http://www.yellowstonequake.com/,https://www.facebook.com/pages/Yellowstone-Quake-Jr-A-Hockey-Club/124484602126,https://www.instagram.com/quakehockey/,http://www.twitter.com/QuakeHockey,
