,,,1,,,TEAM XTREME,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=34908&orgteamid=144019&Year=2023,,Team Xtreme,Miami, FL,34908,144019,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=34908,,Miami, FL,9,Champion (7) | Runner - up (2) | Third place (0),
,,,21,,,ZT Prospects 9U Guerrero,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26365&orgteamid=155167&Year=2023,,ZT Baseball,West Covina, CA,26365,155167,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26365,,Houston, TX,367,Champion (157) | Runner - up (99) | Third place (111),
,,,22,,,Pelicans Baseball Club- 9u Camp,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25592&orgteamid=158348&Year=2023,,PELICANS BASEBALL CLUB,Central, LA,25592,158348,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25592,,Central, LA,3,Champion (0) | Runner - up (1) | Third place (2),
,,,23,,,SBA Futures 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050&orgteamid=163063&Year=2023,,SBA (Showcase Baseball Academy),Charlotte, NC,6050,163063,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050,,Charlotte, NC,215,Champion (89) | Runner - up (52) | Third place (74),
,,,24,,,5 Star Vipers ,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35942&orgteamid=151625&Year=2023,,Vipers Baseball,ALBERTVILLE, AL,35942,151625,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35942,,ALBERTVILLE, AL,8,Champion (7) | Runner - up (1) | Third place (0),
,,,25,,,Elevate NW Premier 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=45494&orgteamid=143518&Year=2023,,Elevate NW,Woodinville, WA,45494,143518,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=45494,,Woodinville, WA,55,Champion (27) | Runner - up (28) | Third place (0),
,,,HM,,,643 DP Cougars 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=20444&orgteamid=154695&Year=2023,,6-4-3 DP Athletics,Marietta, GA,20444,154695,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=20444,,Marietta, GA,436,Champion (128) | Runner - up (124) | Third place (184),
,,,HM,,,Atlanta Diamondbacks 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54680&orgteamid=152993&Year=2023,,Atlanta Diamondbacks Baseball,Loganville, GA,54680,152993,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54680,,Loganville, GA,9,Champion (6) | Runner - up (2) | Third place (1),
,,,HM,,,Blueprint Baseball 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22729&orgteamid=154639&Year=2023,,Blueprint Baseball,Murfreesboro, TN,22729,154639,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22729,,Murfreesboro, TN,5,Champion (3) | Runner - up (2) | Third place (0),
,,,HM,,,Canes IE Black 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39200&orgteamid=142816&Year=2023,,Canes West,Menifee, CA,39200,142816,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39200,,Murrieta, CA,136,Champion (37) | Runner - up (35) | Third place (64),
,,,HM,,,Canes SW 9u Futures,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=37580&orgteamid=152644&Year=2023,,Canes Southwest,Austin, TX,37580,152644,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=37580,,Austin, TX,58,Champion (19) | Runner - up (15) | Third place (24),
,,,HM,,,Carolina Rockies 9U Marucci,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=60764&orgteamid=151624&Year=2023,,USA Prime Coastal,Winston Salem, NC,60764,151624,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=60764,,Clemmons, NC,68,Champion (16) | Runner - up (21) | Third place (31),
,,,HM,,,Clubhouse Baseball 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=45536&orgteamid=142848&Year=2023,,Clubhouse Baseball,Pace, FL,45536,142848,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=45536,,Pace, FL,7,Champion (2) | Runner - up (4) | Third place (1),
,,,HM,,,DG29 Baseball Academy 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=40905&orgteamid=147362&Year=2023,,DG29 Baseball Academy,Katy, TX,40905,147362,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=40905,,Katy, TX,67,Champion (25) | Runner - up (20) | Third place (22),
,,,HM,,,Dirt Dawgs,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=53000&orgteamid=144302&Year=2023,,Dirt Dawgs,Spring, TX,53000,144302,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=53000,,Spring, TX,5,Champion (2) | Runner - up (3) | Third place (0),
,,,HM,,,DreamChasers Academy,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=55923&orgteamid=156717&Year=2023,,DreamChasers Academy,Brooklyn, NY,55923,156717,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=55923,,Brooklyn, NY,3,Champion (0) | Runner - up (1) | Third place (2),
,,,HM,,,EBC 9u-Williams,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19644&orgteamid=151391&Year=2023,,Easley Baseball Club,Germantown, TN,19644,151391,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19644,,Memphis, TN,226,Champion (73) | Runner - up (65) | Third place (88),
,,,HM,,,FB Braves 9U Red,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27784&orgteamid=147970&Year=2023,,Flores Baseball Training,Fairfield, NJ,27784,147970,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27784,,Fairfield, NJ,52,Champion (23) | Runner - up (11) | Third place (18),
,,,HM,,,Georgia Academy Patriots,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19934&orgteamid=148068&Year=2023,,Georgia Academy Power Baseball,Canton, GA,19934,148068,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19934,,Canton, GA,46,Champion (16) | Runner - up (12) | Third place (18),
,,,HM,,,Georgia Impulse,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36424&orgteamid=145239&Year=2023,,7u Georgia Impulse,Williamson, GA,36424,145239,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36424,,Williamson, GA,11,Champion (1) | Runner - up (7) | Third place (3),
,,,HM,,,Grind Baseball,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32230&orgteamid=143529&Year=2023,,Grind baseball,Chula Vista, CA,32230,143529,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32230,,San Ysidro, CA,7,Champion (2) | Runner - up (1) | Third place (4),
,,,HM,,,Hits Hornbuckle,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54635&orgteamid=151890&Year=2023,,Hits 9u Hornbuckle,Huntsville, AL,54635,151890,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54635,,Huntsville, AL,3,Champion (1) | Runner - up (2) | Third place (0),
,,,HM,,,Houston Wildcatters – 9U – Whitby,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=145530&Year=2023,,Houston Wildcatters,Houston, TX,47566,145530,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566,,Houston, TX,308,Champion (126) | Runner - up (86) | Third place (96),
,,,HM,,,Line Drive Elite 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35999&orgteamid=149450&Year=2023,,Line Drive,Miami, FL,35999,149450,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35999,,Cutler Bay, FL,14,Champion (10) | Runner - up (1) | Third place (3),
,,,HM,,,Mizuno Baker 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33638&orgteamid=157643&Year=2023,,Mizuno,Beaumont, TX,33638,157643,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33638,,Beaumont, TX,11,Champion (7) | Runner - up (2) | Third place (2),
,,,HM,,,Motor city hit dogs,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=1597&orgteamid=162602&Year=2023,,Motor City Hit Dogs,Rochester Hills , MI,1597,162602,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=1597,,Rochester Hills, MI,49,Champion (22) | Runner - up (12) | Third place (15),
,,,HM,,,Premier Gonzalez 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54696&orgteamid=152163&Year=2023,,Premier Baseball of Texas,Spring, TX,54696,152163,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54696,,Spring, TX,1,Champion (0) | Runner - up (0) | Third place (1),
,,,HM,,,RBC-RED 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32897&orgteamid=149617&Year=2023,,Regulators Baseball Club,Cypress, TX,32897,149617,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32897,,Cypress, TX,29,Champion (10) | Runner - up (13) | Third place (6),
,,,HM,,,Scorpions Team EASTON,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=21154&orgteamid=146636&Year=2023,,Scorpions Team EASTON,Spring, TX,21154,146636,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=21154,,Spring, TX,162,Champion (51) | Runner - up (50) | Third place (61),
,,,HM,,,South Texas Cubs 9u Powers,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=29914&orgteamid=150551&Year=2023,,RGV Cubs Powers,EDINBURG, TX,29914,150551,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=29914,,Edinburg, TX,11,Champion (6) | Runner - up (4) | Third place (1),
,,,HM,,,STX Twelve 9u Maroon,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=2337&orgteamid=152111&Year=2023,,Twelve Baseball,Corpus Christi, TX,2337,152111,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=2337,,College Station, TX,335,Champion (109) | Runner - up (105) | Third place (121),
,,,HM,,,Tbt Ballers Jsm,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=42691&orgteamid=163613&Year=2023,,JSM baseball,Haines City, FL,42691,163613,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=42691,,Haines City, FL,11,Champion (4) | Runner - up (1) | Third place (6),
,,,HM,,,Texas Sun Devils - 9u Ruiz,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39257&orgteamid=151560&Year=2023,,Texas Sun Devils,Austin, TX,39257,151560,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39257,,Driftwood, TX,19,Champion (9) | Runner - up (6) | Third place (4),
,,,HM,,,West Coast Federals 9u Blue,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22585&orgteamid=153108&Year=2023,,West Coast Federals,San Mateo, CA,22585,153108,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22585,,San Mateo, CA,60,Champion (26) | Runner - up (23) | Third place (11),
,,,HM,,,Yalobusha Giants Young 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=4793&orgteamid=151428&Year=2023,,Yalobusha Giants,Senatobia, MS,4793,151428,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=4793,,Water Valley, MS,15,Champion (5) | Runner - up (6) | Third place (4),
,,,1,,,TBT National White,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25558&orgteamid=151302&Year=2023,,TBT Ballers Baseball,Pembroke Pines, FL,25558,151302,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25558,,Boca Raton, FL,134,Champion (63) | Runner - up (34) | Third place (37),
,,,2,,,Area Stars Zach 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27167&orgteamid=142240&Year=2023,,Area Stars,Fayetteville, NC,27167,142240,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27167,,Fayetteville, NC,41,Champion (12) | Runner - up (19) | Third place (10),
,,,3,,,Sin City Thunder Purple 10u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33427&orgteamid=144060&Year=2023,,Sin City Thunder,Las Vegas, NV,33427,144060,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33427,,Las Vegas, NV,53,Champion (14) | Runner - up (14) | Third place (25),
,,,4,,,ZT National Prospects,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50838&orgteamid=151374&Year=2023,,ZT PROSPECTS,Fullerton, CA,50838,151374,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50838,,Norwalk, CA,7,Champion (5) | Runner - up (2) | Third place (0),
,,,5,,,MVP Hustle,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18964&orgteamid=157382&Year=2023,,MVP Hustle,Norwalk, CA,18964,157382,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18964,,Norwalk, CA,128,Champion (43) | Runner - up (37) | Third place (48),
,,,6,,,Houston Wildcatters – 10U – Leyja,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=146785&Year=2023,,Houston Wildcatters,Houston, TX,47566,146785,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566,,Houston, TX,308,Champion (126) | Runner - up (86) | Third place (96),
,,,7,,,Wow Factor Nation 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18735&orgteamid=154408&Year=2023,,Wow Factor Baseball,Fayetteville, GA,18735,154408,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18735,,Memphis, TN,240,Champion (96) | Runner - up (75) | Third place (69),
,,,8,,,Texas Sun Devils - 10U Whinery,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39257&orgteamid=151575&Year=2023,,Texas Sun Devils,Austin, TX,39257,151575,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39257,,Driftwood, TX,19,Champion (9) | Runner - up (6) | Third place (4),
,,,9,,,NTX ACES 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=43677&orgteamid=148199&Year=2023,,NTX ACES,Grand Prairie, TX,43677,148199,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=43677,,Grand Prairie, TX,5,Champion (3) | Runner - up (0) | Third place (2),
,,,10,,,East Cobb Astros 10U Orange,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=420&orgteamid=153707&Year=2023,,East Cobb,Marietta, GA,420,153707,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=420,,Kennesaw, GA,836,Champion (321) | Runner - up (208) | Third place (307),
,,,11,,,Diamond Elite 10u- Diaz/Bitz,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25191&orgteamid=148933&Year=2023,,Diamond Elite,Tampa, FL,25191,148933,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25191,,Tampa, FL,32,Champion (13) | Runner - up (8) | Third place (11),
,,,12,,,SBA Futures 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050&orgteamid=151524&Year=2023,,SBA (Showcase Baseball Academy),Charlotte, NC,6050,151524,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050,,Charlotte, NC,215,Champion (89) | Runner - up (52) | Third place (74),
,,,13,,,Banditos 10u Black,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=29819&orgteamid=148439&Year=2023,,Banditos Baseball Club,Tomball, TX,29819,148439,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=29819,,Tomball, TX,360,Champion (153) | Runner - up (103) | Third place (104),
,,,14,,,METAPRIME FLORIDA 10U SCOUT TEAM,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=49631&orgteamid=152128&Year=2023,,METAPRIME,PALM BEACH GARDENS , FL,49631,152128,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=49631,,Palm beach gardens, FL,8,Champion (3) | Runner - up (3) | Third place (2),
,,,15,,,Las Vegas Baseball,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=58743&orgteamid=143623&Year=2023,,Las Vegas Baseball Club,Las Vegas, NV,58743,143623,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=58743,,Las Vegas, NV,9,Champion (3) | Runner - up (2) | Third place (4),
,,,17,,,TC Titans - Madrigal ,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33711&orgteamid=152343&Year=2023,,TC Titans,Riverside, CA,33711,152343,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33711,,Riverside, CA,19,Champion (10) | Runner - up (3) | Third place (6),
,,,18,,,Houston Wildcatters – 10U – Martinez,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=146370&Year=2023,,Houston Wildcatters,Pearland, TX,47566,146370,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566,,Houston, TX,308,Champion (126) | Runner - up (86) | Third place (96),
,,,19,,,San Diego SHOW Black,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=301&orgteamid=155036&Year=2023,,San Diego Show,San Diego, CA,301,155036,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=301,,San Diego, CA,54,Champion (19) | Runner - up (18) | Third place (17),
,,,20,,,Prime Baseball - Tallo,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=31541&orgteamid=150312&Year=2023,,Prime Baseball,Sarasota , FL,31541,150312,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=31541,,sarasota, FL,58,Champion (32) | Runner - up (13) | Third place (13),
,,,21,,,Premier Baseball - Ireland ,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50000&orgteamid=146265&Year=2023,,Premier Baseball of Texas,Cypress , TX,50000,146265,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50000,,Tomball, TX,297,Champion (84) | Runner - up (117) | Third place (96),
,,,22,,,South Texas Heat,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54782&orgteamid=152581&Year=2023,,South Texas Heat Baseball Academy,San Antonio , TX,54782,152581,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54782,,San Antonio , TX,4,Champion (3) | Runner - up (1) | Third place (0),
,,,23,,,Klutch 10U Lees,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54328&orgteamid=150574&Year=2023,,Legacy Performance Academy,Chesterfield, MO,54328,150574,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54328,,Chesterfield, MO,65,Champion (36) | Runner - up (13) | Third place (16),
,,,24,,,Team Florida Pirates,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26091&orgteamid=146311&Year=2023,,Team Florida Baseball Academy,Orlando, FL,26091,146311,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26091,,Jacksonville, FL,46,Champion (21) | Runner - up (11) | Third place (14),
,,,25,,,Mvp Hustle-Hooks 10u Garcia,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33006&orgteamid=141140&Year=2023,,West Coast Hooks Baseball,Pittsburg, CA,33006,141140,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33006,,Pittsburg, CA,22,Champion (9) | Runner - up (5) | Third place (8),
,,,26,,,Cooper city Chiefs ,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=31248&orgteamid=145058&Year=2023,,Cooper City Chiefs,Cooper City, FL,31248,145058,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=31248,,Cooper city, FL,4,Champion (4) | Runner - up (0) | Third place (0),
,,,27,,,Traction Canes 10u Black,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=24367&orgteamid=151060&Year=2023,,Traction Canes,Baton Rouge, LA,24367,151060,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=24367,,Baton Rouge, LA,21,Champion (6) | Runner - up (6) | Third place (9),
,,,28,,,10U TBT Miami,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25558&orgteamid=155101&Year=2023,,TBT Ballers Baseball,Miami, FL,25558,155101,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25558,,Boca Raton, FL,134,Champion (63) | Runner - up (34) | Third place (37),
,,,29,,,Naturals,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=17627&orgteamid=155464&Year=2023,,Naturals,Hoover, AL,17627,155464,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=17627,,Sylacauga, AL,57,Champion (15) | Runner - up (21) | Third place (21),
,,,30,,,VSA,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=42665&orgteamid=146092&Year=2023,,VSA Lions,Boca Raton, FL,42665,146092,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=42665,,Boca Raton, FL,24,Champion (10) | Runner - up (6) | Third place (8),
,,,31,,,5 Star National 10U Black,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=2624&orgteamid=150725&Year=2023,,5 Star Baseball,Tifton, GA,2624,150725,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=2624,,Warner Robins, GA,940,Champion (301) | Runner - up (253) | Third place (386),
