,District 2 / Cleveland,,,LORAIN COUNTY SOCCER LEAGUE,,,Grassroots (Rec) League ,,,https://www.quickscores.com/loraincountysoccer,
,District 2 / Cleveland,,,MANCHESTER SOCCER CLUB,,,Grassroots (Rec) League,,,,
,District 2 / Cleveland,,,MIDVIEW SOCCER LEAGUE,,,Grassroots (Rec) League ,,,https://www.midviewsoccer.org/,
,District 2 / Cleveland,,,N,,,Grassroots (Rec) League ,,,https://www.nososoccer.org/,
,District 2 / Cleveland,,,N,,,Grassroots (Rec) League ,,,https://www.nrasl.com/,
,District 2 / Cleveland,,,OBERLIN YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.oberlinsoccer.org/,
,District 2 / Cleveland,,,PANTHERS FC,,,Competitive Club,,,,
,District 2 / Cleveland,,,RAMS YOUTH SOCCER,,,Grassroots (Rec) League ,,,http://aysasoccer.org/clubs,
,District 2 / Cleveland,,,SPORTING CLUB MANSFIELD,,,Grassroots (Rec) League & Competitive Club,,,,
,District 2 / Cleveland,,,TEAM CHALLENGER FC NORTH,,,Grassroots (Rec) League & Competitive Club ,,,https://www.teamchallengerfcnorth.com/,
,District 2 / Cleveland,,,TEAM CHALLENGER FC SOUTH,,,Competitive Club ,,,http://teamchallengerfcsouth.com/,
,District 2 / Cleveland,,,WADSWORTH AMATEUR SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.wadsworthsoccer.com/,
,District 2 / Cleveland,,,WELLINGTON SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://wellington-soccer.com/,
,District 2 / Cleveland,,,WICKLIFFE SOCCER CLUB,,,Grassroots (Rec) League ,,,https://clubs.bluesombrero.com/wickliffesoccerclub,
,District 3 / Youngstown,,,DOVER SOCCER ASSOCIATION,,,Grassroots (Rec) League & Competitive Club ,,,https://dsasoccer.net/,
,District 3 / Youngstown,,,FIELD YOUTH SOCCER,,,Grassroots (Rec) League ,,,https://www.fieldyouthsoccer.com/,
,District 3 / Youngstown,,,GENEVA SOCCER LEAGUE,,,Grassroots (Rec) League ,,,https://www.genevasoccer.org/,
,District 3 / Youngstown,,,GREEN SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.greensoccer.org/,
,District 3 / Youngstown,,,HARRISON COUNTY YOUTH SOCCER LEAGUE,,,Grassroots (Rec) League,,,,
,District 3 / Youngstown,,,LOUISVILLE SOCCER CLUB,,,Grassroots (Rec) League & Competitive Club ,,,https://www.louisvillesoccerclub.net/,
,District 3 / Youngstown,,,MANTUA SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://mantua.demosphere-secure.com/_registration#household,
,District 3 / Youngstown,,,MUSTANGS JR SOCCER ASSOCIATION,,,Grassroots (Rec) League & Competitive Club ,,,https://www.mustangsjrsoccer.com/,
,District 3 / Youngstown,,,NILES YOUTH SOCCER LEAGUE,,,Grassroots (Rec) League ,,,https://www.nilesyouthsoccer.com/,
,District 3 / Youngstown,,,PERRY TOWNSHIP YOUTH SOCCER CLUB,,,Grassroots (Rec) League ,,,http://perrysoccer.com/,
,District 3 / Youngstown,,,POLAND YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) League & Competitive Clu,,,https://www.polandyouthsoccer.com/,
,District 3 / Youngstown,,,ROOTSTOWN SOCCER CLUB,,,Grassroots (Rec) League ,,,https://www.rootstownsoccer.com/,
,District 3 / Youngstown,,,SEBRING WEST BRANCH SOCCER LEAGUE,,,Grassroots (Rec) League & Competitive Club ,,,https://sebringwestbranch.demosphere-secure.com/_registration#household,
,District 3 / Youngstown,,,UNITED SOCCER ASSOCIATION,,,Grassroots (Rec) League,,,,
,District 3 / Youngstown,,,YOUNGSTOWN AREA YOUTH SOCCER LEAGUE,,,Competitive League ,,,https://yaysl.demosphere-secure.com/,
,District 3 / Youngstown,,,YOUNGSTOWN SCHOLASTIC SOCCER COACHES ASSOCIATION,,,Grassroots (Rec) League & Competitive Club ,,,https://www.ydssca.com/,
,District 4 / Dayton,,,BEAVERCREEK SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.beavercreeksoccer.com/bsahome.htm,
,District 4 / Dayton,,,BELLBROOK SOCCER ASSOCIATION,,,Grassroots (Rec) League & Competitive Club ,,,https://www.bellbrooksoccer.com/,
,District 4 / Dayton,,,BETHEL AREA YOUTH SOCCER ASSOCIATION / BETHEL FC STINGERS,,,Grassroots (Rec) League & Competitive Club ,,,https://baysa.demosphere-secure.com/,
,District 4 / Dayton,,,BUTLER UNITED SOCCER CLUB,,,Competitive Club ,,,https://butlerunitedsoccer.com/,
,District 4 / Dayton,,,CENTERVILLE RECREATIONAL SOCCER,,,Grassroots (Rec) League ,,,https://centervillesoccer.demosphere-secure.com/,
,District 4 / Dayton,,,DARKE COUNTY SOCCER ASSOCIATION,,,Grassroots (Rec) League & Competitive Club ,,,https://darkecountysoccer.com/,
,District 4 / Dayton,,,DAYTON KROC CENTER,,,Grassroots (Rec) League & Competitive Club ,,,https://easternusa.salvationarmy.org/dayton-kroc/recreation/,
,District 4 / Dayton,,,DAYTON PLAYERS ACADEMY,,,Competitive Club ,,,https://dpacobras.com/,
,District 4 / Dayton,,,FC DAYTON,,,Grassroots (Rec) League & Competitive Club ,,,https://www.fcdayton.org/,
,District 4 / Dayton,,,GRAHAM YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) League,,,,
,District 4 / Dayton,,,GREENE COUNTY COSMOS,,,Competitive Club ,,,https://greenecountycosmos.com/,
,District 4 / Dayton,,,HUBER HEIGHTS SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://hhsoccer.org/,
,District 4 / Dayton,,,ISC STORM,,,Competitive Club ,,,https://www.iscstormsoccer.com/,
,District 4 / Dayton,,,METRO FC,,,Competitive Club ,,,http://metrofutbolclub.com/,
,District 4 / Dayton,,,MIAMI COUNTY FUTBOL CLUB,,,Competitive Club ,,,https://www.miamicountyfc.com/,
,District 4 / Dayton,,,MIAMI EAST SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.miamieastsoccer.org/,
,District 4 / Dayton,,,MIAMI VALLEY YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) & Competitive League ,,,https://www.mvysa.com/,
,District 4 / Dayton,,,N,,,Grassroots (Rec) League ,,,https://www.nwwyssa.com/,
,District 4 / Dayton,,,NORTH DAYTON TOPSOCCER,,,Adaptive Soccer Program ,,,https://www.northdaytontopsoccer.com/,
,District 4 / Dayton,,,PC UNITED SOCCER CLUB,,,Competitive League ,,,https://www.pcunitedsc.com/,
,District 4 / Dayton,,,SHELBY COUNTY YOUTH SOCCER / WESTERN OHIO UNITED,,,Grassroots (Rec) League & Competitive Club ,,,https://www.sidneysoccer.com/,
,District 4 / Dayton,,,SOUTH DAYTON TOPSOCCER,,,Adaptive Soccer Program ,,,https://southdaytontopsoccer.com/,
,District 4 / Dayton,,,TIPP CITY YOUTH SOCCER / FC TIPPECANOE,,,Grassroots (Rec) League & Competitive Club ,,,https://tippsoccer.org/,
,District 4 / Dayton,,,W,,,Competitive Club ,,,http://www.warriorsoccer.com/,
,District 4 / Dayton,,,WEST LIBERTY SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://westlibertysoccer.org/,
,District 5 / Columbus,,,AMANDA CLEARCREEK YOUTH SOCCER,,,Grassroots (Rec) League ,,,https://www.acyouthsoccer.net/,
,District 5 / Columbus,,,BARCELONA UNITED SOCCER CLUB,,,Grassroots (Rec) League & Competitive Club ,,,https://barcelonaunited.net/,
,District 5 / Columbus,,,BIG WALNUT SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://bigwalnutsoccer.com/,
,District 5 / Columbus,,,BUCKEYE PREMIER YOUTH SOCCER LEAGUE,,,Competitive League ,,,https://ohio-soccer.org/buckeye/,
,District 5 / Columbus,,,CIRCLEVILLE YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) League & Competitive Club,,,,
,District 5 / Columbus,,,CLUB OHIO SOCCER,,,Competitive Club ,,,https://www.clubohiosoccer.com/,
,District 5 / Columbus,,,COLUMBUS EAST SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.finalthirdfoundation.org/columbus-east-soccer-association.html,
,District 5 / Columbus,,,COLUMBUS UNITED SC / 3 LIONS SOCCER,,,Grassroots (Rec) League & Competitive Club ,,,https://www.columbusunited.org/,
,District 5 / Columbus,,,DELAWARE YOUTH ATHLETIC ASSOCIATION / DELAWARE SOCCER ASSOCIATION / DELAWARE SELECT SOCCER CLUB,,,Grassroots (Rec) & Competitive Club ,,,http://www.dyaasoccer.org/,
,District 5 / Columbus,,,DUBLIN SOCCER LEAGUE / DUBLIN SOCCER EXCEL,,,Grassroots (Rec) & Competitive Club ,,,http://www.dublinsoccer.net/,
,District 5 / Columbus,,,EAST COLUMBUS SOCCER ASSOCIATION,,,Grassroots (Rec) & Competitive Club,,,,
,District 5 / Columbus,,,FREEDOM SOCCER CLUB,,,Competitive Club ,,,https://freedom-na.com/,
,District 5 / Columbus,,,GAHANNA SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://gahannasoccer.com/,
,District 5 / Columbus,,,GROVE CITY KIDS ASSOCIATION,,,Grassroots (Rec) League ,,,https://gckasports.org/,
,District 5 / Columbus,,,HEART OF OHIO YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.heartofohiosoccer.com/hoys,
,District 5 / Columbus,,,H,,,Grassroots (Rec) League ,,,https://hebronareasoccer.com/,
,District 5 / Columbus,,,HILLIARD OHIO SOCCER ASSOCIATION / LFC UNITED,,,Grassroots (Rec) League & Competitive Club ,,,http://hosa-soccer.org/,
,District 5 / Columbus,,,JONATHAN ALDER SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.jasoccerassoc.org/,
,District 5 / Columbus,,,K,,,Grassroots (Rec) League & Competitive Club ,,,http://www.kasaeagles.com/home.html,
,District 5 / Columbus,,,MID OHIO SELECT SOCCER LEAGUE,,,Grassroots (Rec) & Competitive League,,,,
,District 5 / Columbus,,,NEW ALBANY YOUTH SOCCER LEAGUE,,,Grassroots (Rec) League ,,,https://www.newalbanysoccer.org/,
,District 5 / Columbus,,,N,,,Grassroots (Rec) League & Competitive Club ,,,https://www.newarkareasoccer.com/,
,District 5 / Columbus,,,OLENTANGY UNITED FC,,,Competitive Club ,,,https://olentangyunitedfc.com/,
,District 5 / Columbus,,,OLIMPIA USA,,,Competitive Club ,,,https://olimpiausasoccer.teamsnapsites.com/,
,District 5 / Columbus,,,P,,,Grassroots (Rec) League ,,,https://pataskalaparksandrecreation.com/page/youth-soccer,
,District 5 / Columbus,,,PFC EXTREME,,,Competitive Club ,,,https://pfcextreme.com/,
,District 5 / Columbus,,,PICKERINGTON AREA SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://pasasoccer.org/,
,District 5 / Columbus,,,POLARIS SOCCER CLUB,,,Competitive Club ,,,https://polarissc.com/,
,District 5 / Columbus,,,PRAIRIE TOWNSHIP COMMUNITY CENTER / COLUMBUS TOPSOCCER,,,Grassroots (Rec) League ,,,https://www.prairietownship.org/233/Youth-Sports,
,District 5 / Columbus,,,RIVERSIDE OUTDOOR SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://rosaarsenal.com/,
,District 5 / Columbus,,,SPORTING COLUMBUS,,,Grassroots (Rec) League & Competitive Club ,,,http://sportingcolumbus.com/,
,District 5 / Columbus,,,TEAYS VALLEY YOUTH SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://tvysa.com/,
,District 5 / Columbus,,,UNION COUNTY INDEPENDENT SOCCER LEAGUE / ELITE FC,,,Grassroots (Rec) League & Competitive Club ,,,https://www.elitefcssl.com/,
,District 5 / Columbus,,,WORTHINGTON UNITED 94,,,Grassroots (Rec) League & Competitive Club ,,,https://worthingtonboosters.org/united-94/?la-sport=Soccer&la-experienceLevel=Select&la-hasCustomFilters=true,
,District 5 / Columbus,,,ZANESVILLE ARSENAL SC,,,Competitive Club ,,,https://rosaarsenal.com/arsenal-sc,
,District 5 / Columbus,,,ZANESVILLE MIDDLE SCHOOL SOCCER CLUB,,,Grassroots (Rec) League & Competitive Club,,,,
,District 6 / Cincinnati,,,ALLIANCE CINCINNATI SOCCER CLUB,,,Competitive Club ,,,https://alliancecincinnati.com/,
,District 6 / Cincinnati,,,BUTLER FURY YOUTH SOCCER,,,Competitive Club ,,,https://www.butlerfury.com/,
,District 6 / Cincinnati,,,C,,,Competitive League ,,,http://www.cardinalpremierleague.com/,
,District 6 / Cincinnati,,,CINCINNATI ELITE FC,,,Competitive Club ,,,https://cincinnatielitefc.com/,
,District 6 / Cincinnati,,,CINCINNATI UNITED SOCCER CLUB,,,Competitive Club ,,,https://www.cincinnatiunitedsc.com/,
,District 6 / Cincinnati,,,CINCINNATI WEST SC,,,Competitive Club ,,,https://www.cincinnatiwestsoccer.com/,
,District 6 / Cincinnati,,,CINCY GALAXY SC,,,Competitive Club ,,,https://cincygalaxysoccer.com/,
,District 6 / Cincinnati,,,CINCY SC,,,Competitive Club ,,,https://cincysc.com/,
,District 6 / Cincinnati,,,CLERMONT CENTRAL SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,http://www.ccsasoccer.org/,
,District 6 / Cincinnati,,,FAIRFIELD OPTIMIST SOCCER CLUB,,,Competitive Club ,,,https://www.foscsoccer.com/,
,District 6 / Cincinnati,,,FC STORM,,,Competitive Club ,,,https://fcstorm.org/,
,District 6 / Cincinnati,,,G,,,Grassroots (Rec) League ,,,http://gsesoccer.com/,
,District 6 / Cincinnati,,,KINGS HAMMER SOCCER CLUB,,,Competitive Club ,,,https://kingshammer.com/,
,District 6 / Cincinnati,,,K,,,Competitive Club ,,,https://kolpingsc.com/,
,District 6 / Cincinnati,,,LAKOTA FC,,,Competitive Club ,,,https://lakotafc.org/,
,District 6 / Cincinnati,,,LEBANON YOUTH SOCCER,,,Grassroots (Rec) League,,,,
,District 6 / Cincinnati,,,LITTLE MIAMI FC,,,Grassroots (Rec) League & Competitive Club ,,,https://www.littlemiamifc.com/,
,District 6 / Cincinnati,,,MONROE PREMIER FC,,,Competitive Club ,,,http://monroepremierfc.org/,
,District 6 / Cincinnati,,,NWC ALLIANCE,,,Competitive Club ,,,https://nwcalliancesoccer.org/,
,District 6 / Cincinnati,,,OHIO ELITE SOCCER ACADEMY,,,Competitive Club ,,,https://www.ohioelite.com/,
,District 6 / Cincinnati,,,OHIO UNITED FC,,,Competitive Club ,,,http://ohiounitedfc.com/,
,District 6 / Cincinnati,,,SOUTHEAST CINCINNATI SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.scsa-soccer.org/,
,District 6 / Cincinnati,,,S,,,Competitive Club ,,,https://www.starsoccerclub.org/,
,District 6 / Cincinnati,,,TAYLOR CREEK YOUTH ORGANIZATION,,,Recreational League ,,,https://www.tcyosports.org/,
,District 6 / Cincinnati,,,TEMPEST FC,,,Competitive Club ,,,https://www.tempestfc.com/,
,District 6 / Cincinnati,,,TOTAL FUTBOL ACADEMY,,,Grassroots (Rec) League & Competitive Club ,,,https://tfacincinnati.com/,
,District 7 / Athens / Marietta,,,BELPRE SOCCER CLUB,,,Grassroots (Rec) League & Competitive Club,,,,
,District 7 / Athens / Marietta,,,FIRST CAPITAL FC,,,Grassroots (Rec) League & Competitive Club ,,,http://firstcapitalfc.com/,
,District 7 / Athens / Marietta,,,MARIETTA SOCCER LEAGUE,,,Grassroots (Rec) League ,,,http://mariettasoccer.com/,
,District 7 / Athens / Marietta,,,SAINT CLAIRSVILLE AREA SOCCER ASSOCIATION,,,Grassroots (Rec) League ,,,https://www.scasa-capstone.com/,
,District 7 / Athens / Marietta,,,SOUTH WEBSTER YOUTH SOCCER,,,Grassroots (Rec) League,,,,
