,,Fairbanks Ice Dogs,http://nahl.com/teams/team-detail.cfm?id=7,,Address:	Fairbanks Ice Dogs 139 32nd Avenue Fairbanks  AK 99701,Phone:	907-452-2111,http://www.fairbanksicedogs.com/,http://www.facebook.com/pages/Fairbanks-Ice-Dogs-Hockey-Club/158221480883068,https://www.instagram.com/fairbanksicedogs/,http://www.twitter.com/fbx_IceDogs,
,,Janesville Jets,http://nahl.com/teams/team-detail.cfm?id=36,,Address:	Janesville Jets 20 E. Milwaukee St. Suite 304 Janesville  WI 53545,Phone:	608-752-5387,http://www.janesvillejets.com/,http://www.facebook.com/JanesvilleHockey,https://www.instagram.com/janesvillejets/,http://www.twitter.com/JanesvilleJets1,http://www.youtube.com/JanesvilleJets1,
,,Johnstown Tomahawks,http://nahl.com/teams/team-detail.cfm?id=148,,Address:	Johnstown Tomahawks 326 Napoleon Street Suite 115 Johnstown  PA 15901,Phone:	814-536-4625,https://www.johnstowntomahawks.com/,https://www.facebook.com/johnstowntomahawks,https://www.instagram.com/johnstowntomahawks/,https://www.snapchat.com/add/johnstownhawks,http://www.twitter.com/johnstownhawks,http://www.youtube.com/johnstowntomahawks,
,,Kenai River Brown Bears,http://nahl.com/teams/team-detail.cfm?id=9,,Address:	Kenai River Brown Bears 538 Arena Ave Soldotna  AK 99611,Phone:	907-262-7825,http://www.kenairiverbrownbears.com/,http://www.facebook.com/pages/Kenai-River-Brown-Bears/155991651108526,https://www.instagram.com/krbbears/,http://www.twitter.com/BrownBearsNAHL,
,,Lone Star Brahmas,http://nahl.com/teams/team-detail.cfm?id=184,,Address:	Lone Star Brahmas 8851 Ice House Dr. North Richland Hills  TX 76180,Phone:	817-336-4423,http://www.lonestarbrahmas.com/,https://www.facebook.com/lonestarbrahmas,https://www.instagram.com/brahmashockey/,https://www.snapchat.com/add/lonestarbrahmas,http://www.twitter.com/LoneStarBrahmas,http://www.youtube.com/channel/UC9iKfP7ZcXjtaeGpPBEZ5mA,
,,Maine Nordiques,http://nahl.com/teams/team-detail.cfm?id=411,,Address:	Maine Nordiques 190 Birch St. Lewiston  ME 04240,Phone:	207-783-2009,https://mainenordiques.com/,https://www.facebook.com/Maine-Nordiques-354934601902002/,https://www.instagram.com/MaineNordiques/,http://www.twitter.com/MaineNordiques,
,,Maryland Black Bears,http://nahl.com/teams/team-detail.cfm?id=395,,Address:	Maryland Black Bears Piney Orchard Ice Arena 8781 Piney Orchard Pkwy Odenton  MD 21113,Phone:	(410) 874-7194,http://www.marylandblackbears.com/,https://www.facebook.com/BlackBearsNAHL/,https://www.instagram.com/blackbearsnahl/,http://www.twitter.com/BlackBearsNAHL,
,,Minnesota Wilderness,http://nahl.com/teams/team-detail.cfm?id=176,,Address:	Minnesota Wilderness 1102 Olympic Dr. Cloquet  MN 55720,,http://www.wildernesshockey.com/,https://www.facebook.com/MinnesotaWildernessNahl,https://www.instagram.com/mnwilderness/,http://www.twitter.com/mnwilderness,http://www.youtube.com/channel/UCu9FGA5kwxwiimc6mHxWr8A,
,,Minot Minotauros,http://nahl.com/teams/team-detail.cfm?id=112,,Address:	Minot Minotauros 2501 Burdick Expressway West Minot  ND 58701,Phone:	701-852-0101,http://www.minotauroshockey.com/,https://www.facebook.com/TaurosHockey,https://www.instagram.com/minotauros.hockey/,http://www.twitter.com/MinotauroHockey,http://www.youtube.com/channel/UCziVGUoUO6PO2XiCOZjk6EA,
,,New Hampshire Mountain Kings,http://nahl.com/teams/team-detail.cfm?id=772,,Address:	New Hampshire Mountain Kings 311 W. River Rd. Hooksett  NH 03106,,https://nahlmtnkings.wpengine.com/,https://www.facebook.com/profile.php?id=100090182888596,https://www.instagram.com/newhampshiremountainkings/,http://www.twitter.com/nhmountainkings,
,,New Jersey Titans,http://nahl.com/teams/team-detail.cfm?id=240,,Address:	New Jersey Titans 214 Harmony Road Middletown  NJ 07748,Phone:	732-856-9700,http://www.njtitansnahl.com/,https://www.facebook.com/NAHLNewJerseyTitans,https://www.instagram.com/nahltitans/,http://www.twitter.com/NAHLTitans,http://www.youtube.com/channel/UC8SFJERhjOqey1rF1PBs9Sw,
,,New Mexico Ice Wolves,http://nahl.com/teams/team-detail.cfm?id=409,,Address:	New Mexico Ice Wolves 9530 Tramway Blvd. NE Albuquerque  NM 87122,Phone:	505-856-7595,http://www.nmicewolves.com/,https://www.facebook.com/New-Mexico-Ice-Wolves-294120974611430/,https://www.instagram.com/nmicewolves/,http://www.twitter.com/nmicewolves,
,,North Iowa Bulls,http://nahl.com/teams/team-detail.cfm?id=621,,Address:	North Iowa Bulls 100 S. Federal Ave. Suite 118 Mason City  IA 50401,Phone:	(641) 423-4625,http://www.northiowabulls.com/,https://www.facebook.com/northiowabulls,https://www.instagram.com/northiowabulls/,http://www.twitter.com/NorthIowaBulls,
,,Northeast Generals,http://nahl.com/teams/team-detail.cfm?id=266,,Address:	Northeast Generals 1395 Commerce Way Attleboro  MA 02703,Phone:	844-623-5483,http://northeastgenerals.com/,https://www.facebook.com/profile.php?id=61552225611729,https://www.instagram.com/negenerals/,http://www.twitter.com/negenerals,http://www.youtube.com/channel/UCEA7B5i6IudZiojKHZj6yGA,
,,Odessa Jackalopes,http://nahl.com/teams/team-detail.cfm?id=113,,Address:	Odessa Jackalopes 4201 Andrews Hwy Odessa  TX 79762,Phone:	432-552-7825,https://www.odessajackalopes.org/,http://www.facebook.com/pages/Odessa-Jackalopes/97145076770,https://www.instagram.com/letsgojacks/,http://www.twitter.com/letsgojacks,http://www.youtube.com/channel/UCyw5yHWn57Ck4Y98ynaQn-w,
,,Oklahoma Warriors,http://nahl.com/teams/team-detail.cfm?id=715,,Address:	Oklahoma Warriors 8000 S I-35 Service Rd Oklahoma City  OK 73149,,http://oklahomawarriors.com/,https://www.facebook.com/okwarriors.nahl,https://www.instagram.com/okwarriors_nahl/,http://www.twitter.com/OKWarriors_NAHL,
,,Philadelphia Rebels,http://nahl.com/teams/team-detail.cfm?id=723,,Address:	Philadelphia Rebels 601 Hollydell Drive Sewell  NJ 08080,Phone:	(856) 589-5599,http://phillyrebels.com/,https://www.facebook.com/philadelphiarebels/,https://www.instagram.com/philadelphiarebels/,http://www.twitter.com/PhillyRebels,
,,Rochester Jr. Americans,http://nahl.com/teams/team-detail.cfm?id=770,,Address:	Rochester Jr. Americans 80 Lyndon Rd Fairport  NY 14450,Phone:	(585) 223-2160,http://www.rochesterjramerks.com/,https://www.facebook.com/JrAmerks/,https://www.instagram.com/jramerks/,http://www.twitter.com/JrAmerksNAHL,
,,Shreveport Mudbugs,http://nahl.com/teams/team-detail.cfm?id=265,,Address:	Shreveport Mudbugs 3207 Pershing Blvd. Shreveport  LA 71101,Phone:	(318) 636-7094,http://www.mudbugshockey.com/,https://www.facebook.com/mudbugshockey,https://www.instagram.com/mudbugshockey/,https://www.snapchat.com/add/mudbugshockey,http://www.twitter.com/mudbugshockey,http://www.youtube.com/user/MudbugsVideo,
,,Springfield Jr. Blues,http://nahl.com/teams/team-detail.cfm?id=14,,Address:	Springfield Jr. Blues 1601 N. 5th St. Springfield  IL 62702,Phone:	217-525-2589,https://www.jrblues.com/,https://www.facebook.com/SpringfieldJrBlues,https://www.instagram.com/springfieldjr.blues/,http://www.twitter.com/Jr_Blues,http://www.youtube.com/spfldjrblues,
,,St. Cloud Norsemen,http://nahl.com/teams/team-detail.cfm?id=518,,Address:	St. Cloud Norsemen 5001 Veterans Dr. St. Cloud  MN 56303,,https://www.stcloudnorsemen.com/,https://www.facebook.com/stcloudnorsemen,https://www.instagram.com/stcloudnorsemen/,http://www.twitter.com/StCloudNorsemen,
,,Wisconsin Windigo,http://nahl.com/teams/team-detail.cfm?id=714,,Address:	Wisconsin Windigo 4149 WI-70 Eagle River  WI 54521,E-mail:	info@wisconsinjuniorhockey.com,http://www.wisconsinjuniorhockey.com/,https://www.facebook.com/WiscWindigo,https://www.instagram.com/wisconsinwindigo/,http://www.twitter.com/WiscWindigo,
